Provider_ID,Date_Create,Time_Create,Reviewer,Subject,Casenote,Seq_No,Source,Updt_time_stamp,
"000000006","1/10/2014","9:14:53 AM","STHOMAS","General Inquiry","Received call from Brenda DeVito, Program Manager of CFC 6 1/9/2014 at 345pm to discuss Focused Monitoring process and dates.  Brenda DeVito stated that Feb 26-28, 2014 will be best due to conference space and availiablity.  Monitor informed Brenda the a scheduling letter and informtion regarding focus review was sent via mail but monitor can fax - Brenda agreed and stated she is out of the office on Friday January 10, 2014 but will return on Monday and will contact monitor then with questions and concerns.  Faxed Scheduling letter and focus summary to Brenda's attention. ","84737","","1/8/2015 8:41:17 AM",
"000000006","1/13/2014","3:10:14 PM","STHOMAS","General Inquiry","Rec'd call from Brenda DeVito Program Manager for CFC 6 regarding focused review scheduled for Feb 26-28, 2014.  Brenda requested that monitor email verification tool - monitor agreed.  ","75390","","1/13/2014 3:13:46 PM",
"000000006","4/10/2014","3:02:59 PM","AELLIS","Correspondence","Spoke to  Brenda about her Compliance review date.  She wanted to know if it would be the same time as last year so she could reserve the room.  I let Brenda know that her review would be toward the end since they had a focused review recently.  She said they actually preferred to just get it done early.  I told her that it would be scheduled the first or second week of June and I would let her know.  She checked and let me know that the conference room that has more space was signed out already for the second week in June but that the first week she could get it for us if I let her know soon.  She said the second week we would be in the small room we had during the focus review.  I asked Supervisor Shelley Thomas if we could switch the CFC that was scheduled for the first week with CFC #6  as I was the lead for both of them.  She let me know that she would get back to me that it would depend as different people would have to change their schedule to switch it.  I spoke to co-workers and all agreed that they had enough notice and everyone was able to switch and work the CFC's if they were switched.  I let Shelley know everyone could switch to do the CFC's.  ","80782","","7/10/2014 3:09:06 PM",
"000000006","4/11/2014","3:09:07 PM","AELLIS","Correspondence","Supervisor S. Thomas informed me that changing the CFC will not work with her schedule therefore we  would not be allowed to switch it to accomadate the CFC and monitors.  Called Brenda and left a message for her to call me back regarding the review.","80783","","7/10/2014 3:11:04 PM",
"000000006","4/17/2014","2:58:20 PM","AELLIS","Correspondence","Spoke with Program Manager, Brenda Devito, and confirmed Annual Compliance review for June 10, 11, 12, and 13.  Sent Scheduling letter.","80784","","7/10/2014 3:11:34 PM",
"000000006","6/2/2014","3:11:37 PM","AELLIS","Correspondence","Files for Review list and agenda was faxed to Brenda Devito, Program Manager by Corinne Hoekstra.  Corinne called and left a message for Brenda to call if she did not receive he file list.  I emailed Brenda as well to confirm that she received the list of files and agenda and let her know I could have it refaxed if she did not receive it.  She emailed me back and confirmed that she received the list.  ","80785","","7/10/2014 3:14:43 PM",
"000000006","6/10/2014","3:14:45 PM","AELLIS","Correspondence","Arrived for Compliance review with 3 other monitor's to assist with the review.  File review was initiated and I also began the Administrative portion of the review.  The administrative portion did not vary much from last year's which I confirmed with Brenda.  ","80786","","7/10/2014 3:17:22 PM",
"000000006","6/11/2014","3:17:24 PM","AELLIS","Correspondence","Continued Compliance review at CFC.","80787","","7/10/2014 3:17:47 PM",
"000000006","6/12/2014","3:17:49 PM","AELLIS","Correspondence","Completed Compliance review.  All files were completed.  Exit meeting was scheduled with Brenda for the next morning to review the report and findings.  Supervisor S. Thomas instructed that she would go to the exit meeting the next day.","80788","","7/10/2014 3:19:47 PM",
"000000006","6/13/2014","3:19:48 PM","AELLIS","Correspondence","Report was compiled and reviewed also compared report with last years complilance report so that the strengths, weaknesses, and areas of improvement could be highlighted during the exit meeting.  The report was printed and copied for the administrative staff that attend the exit meeting.  A copy of the administrative portion was printed and copied for Brenda to keep for her records and one copy placed in the file.  The report showed improvement in areas and the violations they did have were minimal and appear to be mostly human error with a violation here or there, but no consistant areas of concern.  I did notify Supervisor S. Thomas that as with all the other CFC exit meetings it wasn't nessesary for 2 staff to attend, but she stated that she would attend anyway.  I asked if she would conduct the exit meeting and she declined.  The exit meeting was held and Brenda and her staff were very happy with the results .  They only reviewed a couple of the files and had a question to clarify one of the violations.  Brenda signed the report and was given a copy of the CAP directives and a monitoring survey and a cover letter along with the monitoring report.  Following the exit meeting I returned to the office and printed the family survey and placed a copy in the file and a copy in D. Pratcher's box.  ","80789","","7/10/2014 3:30:38 PM",
"000000006","6/18/2014","11:37:45 AM","STHOMAS","General Inquiry","Rec'd Report responses from Brenda DeVito, Program Manager with comments and feedback regarding focused monitoring.  Brenda addressed each section accordingly.  Sent to Brenda via mail - Final Focused Approval letter.  ","79887","","6/18/2014 11:40:45 AM",
"000000006","7/8/2014","3:30:39 PM","AELLIS","Correspondence","Recieved CFC#6 CAP via email from Brenda Devito, Program Manager.  ","80790","","7/10/2014 3:31:20 PM",
"000000006","7/10/2014","3:31:21 PM","AELLIS","Correspondence","Sent CAP approval letter.","80791","","7/10/2014 3:31:38 PM",
"000000006","7/10/2014","3:31:41 PM","AELLIS","Correspondence","Six month CAP follow up due 1/10/15.","80792","","7/10/2014 3:45:29 PM",
"000000006","7/10/2014","3:45:30 PM","AELLIS","Correspondence","Scanned file for DHS.","80793","","7/10/2014 3:45:42 PM",
"000000006","12/30/2014","12:00:04 PM","AELLIS","Correspondence","Sent 6 month CAP follow up requesting information to support ongoing implementation of the CFC's CAP. ","84448","","12/30/2014 12:00:17 PM",
"000000006","1/9/2015","3:51:25 PM","AELLIS","Correspondence","Received 6 month follow up information from Program manager Brenda DeVito.  ","85413","","2/3/2015 3:51:57 PM",
"000000006","1/12/2015","3:52:00 PM","AELLIS","Correspondence","Reviewed and approved 6 month follow up documentation.Sent an approval letter to the program manager, Brenda DeVito.  ","85414","","2/3/2015 3:53:03 PM",
"000000007","4/3/2008","11:53:00 AM","STARVER","General Inquiry","Left a message on Laverne Whitaker's voice mailbox regarding CFC 7's review scheduled for May 5, 6, & 7.  ","10977","","4/3/2008 11:54:21 AM",
"000000007","4/4/2008","9:14:37 AM","STARVER","General Inquiry","Spoke with Laverne Whitaker Program Manager to confirm review scheduled for May 5, 6, & 7 2008.  Sending via mail to Eugenia Cutler Director and CC to Laverne Whitaker: Confirmation Letter and agenda.  ","11227","","4/23/2008 9:18:05 AM",
"000000007","4/22/2008","9:18:07 AM","STARVER","General Inquiry","Rec'd required list of caseload via fax from Laverne Whitaker.  ","11228","","4/23/2008 9:18:47 AM",
"000000007","5/2/2008","8:05:37 AM","STARVER","General Inquiry","Laverne Whitaker Program Manager of CFC#7 was handed a copy of the files for review.","11734","","5/2/2008 8:12:09 AM",
"000000007","5/6/2008","2:57:37 PM","STARVER","General Inquiry","Review completed May 5, 2008.  CFC #7 review went very well - CFC 7's adminstrative review had one violation regarding Previous years review - CFC had one or more violations in the same area as last previous years review.  With regards to file review CFC7 had nine violations regarding: proof of income, dr.'s scirpti not in the file, six month reports, six month meeting, report given to team members and parents; translated IFSP; and IFSP was not sent in a timely manner.  

Exit meeting took place Tuesday May 6, 2008 at 10am in CFC#7's confernce room.  Monitor discussed full report.  All questions and concerns answered during the exit meeting.  Corrective action plan process and due date discussed - signature page signed.  Handed to Program Manager CAP guidelines and monitoring survey.  Each reviewing monitor completed two names for the family satisfaction screen.   ","12849","","6/16/2008 9:01:19 AM",
"000000007","6/16/2008","8:52:39 AM","STARVER","General Inquiry","Rec'd Corrective Action Plan on June 4, 2008.  Reviewed CAP.  CFC #7 have addressed each area of concern accordingly.  Sending CAP approval letter via mail to Eugenia Cutler, Director and Laverne Whitaker, Program Manager.  Review Summary placed in DHS' box at reception. ","12848","","6/16/2008 8:54:36 AM",
"000000007","4/30/2009","2:06:34 PM","ASTUCKEY","Correspondence","Called and left a message for Laverne Whitaker CFC manager to schedule the review for the first week of June.  Requested that Laverne return my call when she is available.  ","24694","","4/30/2009 2:07:45 PM",
"000000007","5/29/2009","2:23:22 PM","ASTUCKEY","Correspondence","Laverne Whitaker, Program manager, returned my call and we confirmed the dates of June 2nd and 3rd for the CFC review.  Laverne is familiar with the process and did not have any questions at this time.  I informed Laverne that the letter would be sent out soon to confirm this date.  ","24695","","5/29/2009 2:25:22 PM",
"000000007","6/1/2009","9:13:22 AM","ASTUCKEY","Correspondence","Files for review list was faxed in the afternoon of 6/1/09.","25656","","6/9/2009 9:14:04 AM",
"000000007","6/2/2009","9:14:05 AM","ASTUCKEY","Correspondence","Conducted review including all interviews.  All files were reviewed and checked.  ","25657","","6/9/2009 9:14:47 AM",
"000000007","6/3/2009","9:14:48 AM","ASTUCKEY","Correspondence","Completed an exit conference with program manager and lead service coordinators.  Chidi from DHS also attended.  We went over the results of the review and they were given an opportunity to look through their files.  Overall everyone was happy with the outcome.","25658","","6/9/2009 9:16:08 AM",
"000000007","6/4/2009","9:16:09 AM","ASTUCKEY","Correspondence","Gave copies of report and cover letter to Executive director and program manager.","25659","","6/9/2009 9:16:41 AM",
"000000007","6/26/2009","10:24:50 AM","ASTUCKEY","Correspondence","Received CAP.","27126","","7/20/2009 10:25:14 AM",
"000000007","6/30/2009","10:25:15 AM","ASTUCKEY","Correspondence","Reviewed CAP and sent CAP approval letter.","27127","","7/20/2009 10:25:39 AM",
"000000007","7/20/2009","10:25:40 AM","ASTUCKEY","Correspondence","Scanned copies for DHS.","27128","","7/20/2009 10:26:34 AM",
"000000007","4/22/2010","10:29:56 AM","ASTUCKEY","Correspondence","Called and spoke with Laverne Whitaker, program manager.  We scheduled review date for May 26, 2010.  Sent letter to Laverne and Eugenia Cutler.","37980","","7/13/2010 10:31:04 AM",
"000000007","5/25/2010","10:31:05 AM","ASTUCKEY","Correspondence","Faxed names of files for review to Laverne.  Called and confirmed with Laverne that she received the names.","37981","","7/13/2010 10:31:49 AM",
"000000007","5/26/2010","10:31:50 AM","ASTUCKEY","Correspondence","Review was conducted and completed.  Exit meeting was held and report was reviewed.  ","37982","","7/13/2010 10:32:36 AM",
"000000007","5/27/2010","10:32:37 AM","ASTUCKEY","Correspondence","Sent letter, report, CAP guidelines, and survey to Laverne and given to Eugenia Cutler.","37983","","7/13/2010 10:33:16 AM",
"000000007","6/25/2010","10:33:17 AM","ASTUCKEY","Correspondence","CAP received.","37984","","7/13/2010 10:33:49 AM",
"000000007","6/30/2010","10:33:50 AM","ASTUCKEY","Correspondence","CAP reviewed and approved.  Sent CAP approval letter.","37985","","7/13/2010 10:34:13 AM",
"000000007","7/13/2010","10:34:14 AM","ASTUCKEY","Correspondence","Scanned file for DHS.","37986","","7/13/2010 10:34:28 AM",
"000000007","12/1/2010","10:09:51 AM","ASTUCKEY","Correspondence","Spoke to Laverne, program manager, regarding the follow up on the CAP.  Sent letter requesting any information due to this office by Jan. 4, 2011.  ","42141","","1/5/2011 10:11:04 AM",
"000000007","1/4/2011","10:11:05 AM","ASTUCKEY","Correspondence","Received via email documentation to support the implementation of CAP and reviewed. ","42142","","1/5/2011 10:11:38 AM",
"000000007","1/5/2011","10:11:39 AM","ASTUCKEY","Correspondence","Sent letter following up regarding the implementation of CAP.  File given to supervisor for review.","42143","","1/5/2011 10:12:44 AM",
"000000007","5/6/2011","11:06:19 AM","LANDERSO","Correspondence","I called LaVerne regarding the monitoring process for CFC #7.  I left a voicemail message asking her to please give me a call back.","50116","","9/9/2011 11:12:35 AM",
"000000007","5/12/2011","11:12:58 AM","LANDERSO","Correspondence","I spoke to LaVerne regarding her review date which is scheduled for June 9th and June 10th.  We will arrive at 9am.  I sent her a confrimation letter.","50117","","9/9/2011 11:14:45 AM",
"000000007","5/20/2011","11:17:44 AM","LANDERSO","Correspondence","I received a list of the names from LaVerne today.","50120","","9/9/2011 11:18:12 AM",
"000000007","6/1/2011","11:15:00 AM","LANDERSO","Correspondence","Today I've learned that CFC #7 has been changed to June 28th and June 29th in which the exit meeting will be June 30th.  LaVerne was already notifed.","50118","","9/9/2011 11:16:22 AM",
"000000007","6/20/2011","11:16:30 AM","LANDERSO","Correspondence","Denise faxed the names for review for me since I was at a CFC.","50119","","9/9/2011 11:17:37 AM",
"000000007","6/28/2011","11:20:04 AM","LANDERSO","Correspondence","We arrived today and started the review.  We will be here until the 30th.  We will complete the exit on the 30th of June.","50122","","9/9/2011 11:20:57 AM",
"000000007","6/30/2011","11:18:33 AM","LANDERSO","Correspondence","I completed the exit meeting.  She signed all necessary documents.  She also received a copy of the report, CAP guidelines, Principles of EI, and the EI survey with an envelope.","50121","","9/9/2011 11:20:03 AM",
"000000007","7/1/2011","11:21:11 AM","LANDERSO","Correspondence","I sent her a CAP required letter.  The CAP is due by August 1, 2011.","50123","","9/9/2011 11:22:32 AM",
"000000007","8/1/2011","11:22:32 AM","LANDERSO","Correspondence","I received LaVerne's CAP today.","50124","","9/9/2011 11:22:56 AM",
"000000007","8/11/2011","11:22:57 AM","LANDERSO","Correspondence","I reviewed the CAP and it was approved.  I sent her a CAP approval letter. I also noticed that the CAP approval letter sent had the month of April instead of August so I sent her another letter with the correcct month.","50125","","9/9/2011 11:24:06 AM",
"000000007","9/9/2011","11:24:11 AM","LANDERSO","General Inquiry","I scanned the file and placed it in the closed file cabinet.","50126","","9/9/2011 11:28:42 AM",
"000000007","4/25/2012","10:27:24 AM","LANDERSO","Correspondence","I've spoken to LaVerne regarding their monitoring review.  I asked her which day would she prefer considering the holiday (memorial day) was that Monday.  Would Tuesday or Wednesday work best for her.  I told her that I will call her tomorrow and she can let me know what she decided.","58666","","4/27/2012 10:29:16 AM",
"000000007","4/26/2012","10:29:17 AM","LANDERSO","Correspondence","I called LaVerne to confirm the dates for her review.  She decided Wed. May 30, 2012.  Her review dates are scheduled for May 30, 31st and June 1st.  I sent her a confirmation letter with the tool included.  I also placed a letter in Geni's mailbox.","58667","","4/27/2012 10:32:07 AM",
"000000007","5/30/2012","3:35:55 PM","CMCANENE","Meeting","Met with Program Manager, Laverne Davis, to begin the compliance file reviews.  The tentative exit meeting will be Thrusday afternoon or Friday morning.","59153","","6/1/2012 3:38:25 PM",
"000000007","5/31/2012","3:38:26 PM","CMCANENE","Meeting","Completed file review and  had exit with Program Manager and Lead Service Coordinators.  There were  improvements in many of the areas in the files.  I shared with Laverne and her staff that it was apparent that the feedback from last compliance review re: six month reviews, had been implmented.  
There were improvements in the case notes and monthly contact.  This year it appeared that six month reviews were being conducted on a more regular basis.  

90 day meetings with the LEA are being completed, however they are being completed after the 90 day.

At the end of the exit, the report was signed and a copy was provided to Laverne along with a copy of the six month review information from the CFC procedure manual.  There were no questions","78441","","4/11/2014 4:26:23 PM",
"000000007","6/1/2012","3:50:38 PM","CMCANENE","Correspondence","Generated a letter with a CAP due date of July 2, 2012 along with an extra copy of the report and the NEW CAP directives that are also available on the website.  The letter and attachments were put in Laverne's mailbox.","59155","","6/1/2012 3:52:23 PM",
"000000007","7/2/2012","3:50:53 PM","CMCANENE","Correspondence","Received a call from Program Manager, Laverne Davis, her office building has been on back up power all day and she is unable to send her CAP.  I told her that we will extend the CAP due date until Monday, July 9, due to the holiday and the fact that I will be out of the office until that Monday.","60229","","7/2/2012 3:57:06 PM",
"000000007","7/9/2012","12:46:39 PM","CMCANENE","Correspondence","CAP document was received and is being reviewed.","60348","","7/19/2012 12:47:05 PM",
"000000007","7/19/2012","12:47:05 PM","CMCANENE","Correspondence","CAP will be approved.  There are attachments to the CAP that help support the plan that was developed.  A CAP approval letter has been sent with a statement to remind Laverne that a request for additional documentation that supports the implementation of her CAP  will be sent in six months.  ","60349","","7/19/2012 12:49:07 PM",
"000000008","2/20/2007","4:38:11 PM","SMUHAMMA","","Called program manager, Marlene Stroube to inform her of review date scheduled for March 27 & 28.  Left detailed voice message.  Advised that she does not need to call back unless she has immediate questions and I would be sending a confirmation letter within the next week. ","41","","4/27/2007 4:38:49 PM",
"000000008","2/20/2007","4:38:49 PM","SMUHAMMA","","Sent packet to CFC fiscal agent Timothy Muri and cc'ed same information to CFC manager, Marlene Stroube.  Packet included: confirmation letter and review checklist.   ","42","","4/27/2007 4:40:35 PM",
"000000008","2/21/2007","4:39:12 PM","SMUHAMMA","","Received call from Marlene Stroube stating that the managers were told the CFCs would not be reviewed this year.  Informed her that this decision had been changed and Janet Gully sent an e-mail to all the managers explaining this which she should have received on February 6, 2007.  She said she never received that e-mail but the CFC will be ready for the review on the scheduled dates.","43","","4/27/2007 4:40:47 PM",
"000000008","3/19/2007","4:40:47 PM","SMUHAMMA","","Faxed reminder to CFC manager that caseload summary and SC hire dates are due today.  ","44","","4/27/2007 4:42:06 PM",
"000000008","3/19/2007","4:42:29 PM","SMUHAMMA","","Received call from Marlene about 3:30 stating that she has been trying to fax the report(s) since 1:30 today but the fax has been busy non-stop.  Checked the fax and informed her that it is currently free and she can send them now.  The HSPR708 report for every service coordinator along with SC list and hire dates were received about 30 minutes later. ","45","","4/27/2007 4:43:11 PM",
"000000008","3/26/2007","4:43:11 PM","SMUHAMMA","","Faxed the list of files for review and the names of service coordinators to be interviewed to the CFC.  Included the agenda.","46","","4/27/2007 4:44:19 PM",
"000000008","3/27/2007","4:44:19 PM","SMUHAMMA","","Completed interviews with the CFC manager, LIC coordinator, two Parent Liaisons and two Service Coordinators.  Initiated file reviews.  Obtained the names of 20 families for possible parent surveys.","47","","4/27/2007 4:46:02 PM",
"000000008","3/28/2007","4:46:02 PM","SMUHAMMA","","Exit meeting conducted with CFC#8 management and staff.   Reviewed monitoring report and answered various questions. CAP is due 4/13/07. CAP request letter was given to the manager along with satisfaction survey (postage paid envelope included).  In reference to the IFSPs not being sent out in a timely manner, there was a question about whether or not the providers were monitored on the amount of time it took them to send the completed evaluation to the CFC.  I informed them that currently that is not a measure that is monitored for them, but I would take the concern back to the EI Program Manager for feedback. ","48","","4/27/2007 4:47:27 PM",
"000000008","3/29/2007","4:47:27 PM","SMUHAMMA","","Copied the names obtained for parent surveys and gave the original to Nikol to enter into the system.","49","","4/27/2007 4:48:20 PM",
"000000008","4/2/2007","4:48:20 PM","SMUHAMMA","","Relayed the question from the exit meeting to Charlotte.  She stated that the new version of the provider monitoring tool does review this area and providers will be violated if there is no documentation that reports were sent within 14 days of evaluation.  Also, this question has been asked by other managers as well.  DHS has responded by saying that service coordinators do not have to wait for the reports to complete the IFSP document.  Since they should be taking the laptops to the IFSP meeting, all information can be captured at that meeting so that the IFSP document can be sent out in a timely manner.  I called CFC 8 program manager and relayed this information and told her if she has any further concerns they should be brought up at the next manager's meeting.  She said they were already planning to do so. ","50","","4/27/2007 4:49:10 PM",
"000000008","4/19/2007","4:49:10 PM","SMUHAMMA","","Received CAP via e-mail.","51","","4/27/2007 4:49:44 PM",
"000000008","4/23/2007","4:49:44 PM","SMUHAMMA","","Marlene (program manager) called to confirm receipt of the CAP.
","52","","4/27/2007 4:50:37 PM",
"000000008","4/24/2007","4:50:37 PM","SMUHAMMA","","Reviewed CAP. All violations were addressed.   Sent final letter officially concluding the review.  Copied complete review packet for DHS and placed in the bin near Nikol's desk.","53","","4/27/2007 4:51:01 PM",
"000000008","2/28/2008","9:15:01 AM","SMUHAMMA","","Called program manager, Marlene Stroube to inform her of review date scheduled for April 1 & 2.  Left detailed voice message.  Advised that she calls back if she has immediate questions and I would be mailing a confirmation letter.","9682","","2/29/2008 9:15:36 AM",
"000000008","2/29/2008","9:15:36 AM","SMUHAMMA","","Sent review letter to CFC fiscal agent Timothy Muri and cc'ed same to CFC manager, Marlene Stroube","9683","","2/29/2008 9:16:20 AM",
"000000008","3/25/2008","5:09:42 PM","SMUHAMMA","","Received the HSPR708 report for every service coordinator along with staff list list and hire dates. ","10591","","3/25/2008 5:10:12 PM",
"000000008","3/31/2008","2:20:14 PM","SMUHAMMA","","Faxed the list of files for review and the names of service coordinators to be interviewed to the CFC along with the agenda and review checklist.","10597","","3/31/2008 2:20:44 PM",
"000000008","4/1/2008","8:47:02 AM","SMUHAMMA","","Completed interviews with the CFC manager, LIC coordinator, two Parent Liaisons and two Service Coordinators.  Initiated file reviews.  15 names for parent surveys were entered into the survey module for possible interviews.","10903","","4/3/2008 11:22:07 AM",
"000000008","4/2/2008","11:22:30 AM","SMUHAMMA","","File reviews completed and exit meeting conducted with CFC#8 administrative staff only. Reviewed monitoring report and answered various questions. CAP is due 5/1/08. Two copies of the monitoring report was signed by program manager and me.  She was left with one cophy.  Monitoring survey was given to her as well. ","10904","","4/3/2008 11:26:26 AM",
"000000008","4/3/2008","11:49:25 AM","SMUHAMMA","","Mailed CAP request letter along with CAP guidelines to the CFC.  Copy of the Monitoring report was provided at the exit meeting. ","10905","","4/3/2008 11:50:08 AM",
"000000008","4/29/2008","3:26:45 PM","SMUHAMMA","","Received CAP via e-mail.","11355","","5/6/2008 3:27:08 PM",
"000000008","5/6/2008","8:27:30 AM","CSUNDELL","Correspondence","Sharon presented me with CFC 8 CAp and asked for assistance.  The CAP was a list of explanations as to why there were violationa and thateach service coordinator was given reminders of what to do.  A letter explaining what the CAP expectations are were mailed to the program manager.","12606","","5/7/2008 8:29:34 AM",
"000000008","5/6/2008","3:27:10 PM","SMUHAMMA","","Reviewed CAP then forwarded it to Program Manager, Charlotte for review.  All areas were not addressed in a satisfactory manner. CAP non-approval letter drafted/mailed by Charlotte with 30 days to complete a CAP addendum (due by 6-9-08).  ","11356","","5/6/2008 3:35:07 PM",
"000000008","6/2/2008","3:58:18 PM","SMUHAMMA","","CAP addendum recieived today.  Forwarded to Program Manager, Charlotte for review. ","12564","","6/4/2008 3:58:58 PM",
"000000008","6/4/2008","3:00:01 PM","CSUNDELL","Correspondence","Spoke to Marlene about her amended corrective action plan and asked her to add information that indicates how the amendment is related to the original cap document.  Marlene stated she would send this in tomorrow, but I told her that 14 days would be appropriate.","12607","","6/4/2008 3:06:42 PM",
"000000008","7/8/2008","9:38:45 AM","SMUHAMMA","","Following up from Charlotte's conversation with Marlene on 6-4-08, the amended CAP was due on 6-18-08.  To date, the CAP has still not been recieved.  Spoken with Charlotte regarding this.  She drafted a letter which I mailed that stated the CAP is due by 7-22.","13398","","7/15/2008 9:42:42 AM",
"000000008","7/10/2008","8:56:57 AM","SMUHAMMA","","Received amended CAP from Marlene Stroube.  Forwarded CAP to Charlotte for review and approval.","13397","","7/15/2008 8:59:50 AM",
"000000008","7/10/2008","12:46:21 PM","CSUNDELL","","test","13518","","7/10/2008 12:46:53 PM",
"000000008","7/10/2008","12:47:14 PM","CSUNDELL","Correspondence","test","13519","","7/10/2008 12:47:48 PM",
"000000008","7/15/2008","8:59:50 AM","SMUHAMMA","","Received CAP back from Charlotte with approval notification.  I drafted and mailed the CAP approval letter.  Completed the review summary checklist and copied the file for DHS.  Placed the copies in bin for mailing.","13399","","7/15/2008 9:43:14 AM",
"000000008","2/27/2009","10:46:38 AM","STARVER","General Inquiry","Called and spoke to Program Manager, Marlene Stroube to inform her of review date scheduled for April 1 & 2, 2009 - Marlene agreed to the dates for review.  Monitor also informed Marlene of the changes to CFC Monitoring tool - monitor explained that the changed portion will be sent via email but the rest of the tool can be found on the eitam website - Marlene agreed.  

Sending via mail to CFC#8 Program Manager and Executive Director:  Confirmation letter for Review. ","24073","","3/31/2009 11:44:24 AM",
"000000008","3/31/2009","11:37:07 AM","STARVER","General Inquiry","Faxed to Marlene: Files for review and Agenda.  ","24072","","3/31/2009 11:43:33 AM",
"000000008","4/3/2009","8:03:29 AM","STARVER","General Inquiry","Review completed April 2, 2009.  CFC #8 review went very well - CFC 8's adminstrative review had one violation regarding Previous years review - CFC had one or more violations in the same area as last previous years review.  With regards to file review CFC8 had violations regarding: cornerstone informed consent, screening device not completely filled out, dr.'s scirpti not in the file, no evidence of Medicaid card, income doc outdated, annual review not in file, 2 day referral, no evidence an annual meeting was conducted, annual was not conducted in 1 year, receipt of rights not given to each member of the team in timely manner, assessment not in family's language, no interpreter used for non-english family, IFSP was not translated, IFSP not sent in timely manner, no evidence that insurance affidavit sent to team members, and intake was not done prior to evalus and IFSP development.

Exit meeting took place Thursday April 2, 2009 at 1:30pm  in CFC#8's confernce room.  Monitor discussed full report.  All questions and concerns answered during the exit meeting.  Corrective action plan process and due date discussed - signature page signed.  Each reviewing monitor completed three names for the family satisfaction screen.   All questions and concerns relayed to Charlotte, Program Manager who followed up with DHS. ","24074","","4/6/2009 8:16:05 AM",
"000000008","4/6/2009","8:16:20 AM","STARVER","General Inquiry","Sending via mail to Tim Muri, Director/CEO and Marlene Stroube, Program Manager: Corrective Action Plan due letter, signed report, CAP guidelines, and monitoring survey.  CAP due: May 1, 2009. ","24075","","4/6/2009 3:50:31 PM",
"000000008","5/7/2009","9:46:58 AM","STARVER","General Inquiry","Rec'd CFC#8's Corrective Action Plan via email from Marlene Stroube, Program Manager as scheduled (5/1/2009).  Reviewed CAP.  Provider addressed each area - however, one area of the review #45 provider need to address in more detail.  Provider addressed but did not put a plan in place to correct the area of concern (please see CAP & CAP non-approval letter).  Sending to Marlene Stroube, Program Manager CAP non-approval letter with an addendum due 6/8/2009.  Charlotte McAneney, Program Manager aware of CAP.  ","25522","","5/7/2009 9:54:42 AM",
"000000008","6/9/2009","3:37:19 PM","STARVER","General Inquiry","Rec'd addendum to first Corrective Action Plan - Marlene will need to further address the area of concern in more detail.  Spoke to Marlene who stated that she will email by the end of today - monitor agreed and stated that monitor will give until Friday June 12, 2009.  Provider agreed - monitor did explain if CAP is no rec'd by Friday a letter will be sent via mail.  ","25726","","6/9/2009 3:40:06 PM",
"000000008","6/15/2009","8:54:08 AM","STARVER","General Inquiry","Rec'd CFC8's addendum to previous Corrective Action Plan on Thursday June 11, 2009.  Monitor reviewed CAP - and monitor also let Alicia Caver, Program Director Reviewed CAP - this addendum was approved by monitor and Alicia Caver.  Sending Approval letter to Marlene Stroube, Program Manager of CFC8.  Review summary placed in DHS' box. ","26212","","6/15/2009 8:59:02 AM",
"000000008","2/22/2010","8:12:45 AM","STARVER","General Inquiry","Called and spoke to Marlene Stroube on Feb 19, 2010 at 11:32am to schedule CFC 8 review for March 24 & 25, 2010 at 9am.  Marlene confirmed date and time.  Sending via mail: Confirmation letter to Marlene Stroube, Program Manager and Tim Muri, Director of Easter Seals.","34401","","2/22/2010 8:18:36 AM",
"000000008","3/18/2010","9:38:55 AM","STARVER","General Inquiry","Rec'd Timothy Muri, President/CEO confirmation letter for CFC review as returned mail. Rec'd HSPR708 report and service coordinator's names and hire date as requested on scheduled date.  Called and spoke to Marlene Stroube about Timothy Muri's address.  Marelene gave monitor new address - 1939 West 13th Street, suite 300, Chicago 60608.  Monitor resending confirmation letter to Timothy Muri, President of Easter Seals. ","35170","","3/18/2010 2:26:03 PM",
"000000008","3/25/2010","8:52:43 AM","STHOMAS","General Inquiry","Review complete for CFC #8.  CFC 8 administrative review was full compliance.  With regards to file review CFC 8 had some areas of concern (please see report in file).  Family satisfaction survey screen completed (2 families per monitor).  

","59600","","6/25/2012 2:14:24 PM",
"000000008","3/26/2010","9:06:57 AM","STARVER","General Inquiry","Exit meeting conducted March 25, 2010 at 2pm.  Monitor discussed full report and made general comments.  Removed all applicable violations from report.  All questions and concerns answered during exit meeting.  Corrective Action Plan process and due date discussed - Marlene, Program Manager agreed and signature page signed.  Handed to Marlene: CAP guidelines, Coverletter, and monitoring survey.  Sending via mail to Program Manager: Revised/amended report.  Sending via mail to Timothy Muri, Director of Easter Seals: Coverletter and signed monitoring report. ","35379","","3/26/2010 10:09:19 AM",
"000000008","5/3/2010","3:25:56 PM","STARVER","General Inquiry","Rec'd Corrective Action Plan from Marlene Stroube, CFC8 Program Manager.  Reviewed CAP - each area of concern addressed accordingly.  Sending via mail to Marlene: CAP approval letter.  
Review Summary scanned to DHS.  ","36168","","5/3/2010 3:28:26 PM",
"000000008","9/24/2010","10:23:52 AM","STARVER","General Inquiry","Called and spoke with Marlene Stroube, Program Manager  CFC #8 regarding follow-up for Corrective Action Plan.  Monitor explained process and due date - Marlene agreed.  Follow-up for CAP is due 10/25/2010.  Sending cover letter to Marlene via mail 9/24/2010. ","39355","","9/24/2010 2:18:13 PM",
